Year,Month,Cost Centre,Account,Account Description,Account Type,Amount
2019,Jan,CC200,1000001,Licensing Revenue,Revenue,588.279
2019,Jan,CC200,1000002,Service Revenue,Revenue,1742.302
2019,Jan,CC200,1000004,Fee Revenue,Revenue,530.11
2019,Jan,CC200,2000000,Cost of Good Sold,Expense,584.731
2019,Jan,CC200,2000001,Staff Expenses,Expense,777.393
2019,Jan,CC200,2000002,Technology Expenses,Expense,574.708
2019,Jan,CC200,2000003,Property Expenses,Expense,589.561
2019,Jan,CC200,2000005,Purchases,Expense,461.786
2019,Jan,CC200,3000000,Cash at Bank,Asset,750
2019,Jan,CC200,3000001,Inventory,Asset,982
2019,Jan,CC200,3000002,Accounts Receivable,Asset,218.042
2019,Jan,CC200,4000001,Accounts Payable,Liability,980
2019,Jan,CC201,1000000,Product Sales,Revenue,2378.88
2019,Jan,CC201,1000001,Licensing Revenue,Revenue,376.104
2019,Jan,CC201,1000002,Service Revenue,Revenue,1193.08
2019,Jan,CC201,1000004,Fee Revenue,Revenue,781.038
2019,Jan,CC201,2000000,Cost of Good Sold,Expense,1264.076
2019,Jan,CC201,2000001,Staff Expenses,Expense,817.735
2019,Jan,CC201,2000002,Technology Expenses,Expense,513.023
2019,Jan,CC201,2000003,Property Expenses,Expense,625.571
2019,Jan,CC201,2000005,Purchases,Expense,974.798
2019,Jan,CC201,3000000,Cash at Bank,Asset,187.647
2019,Jan,CC201,3000001,Inventory,Asset,980
2019,Jan,CC201,3000002,Accounts Receivable,Asset,881.297
2019,Jan,CC201,4000001,Accounts Payable,Liability,784
2019,Jan,CC202,1000000,Product Sales,Revenue,783.856
2019,Jan,CC202,1000001,Licensing Revenue,Revenue,573.845
2019,Jan,CC202,1000002,Service Revenue,Revenue,265.003
2019,Jan,CC202,1000004,Fee Revenue,Revenue,133.666
2019,Jan,CC202,2000000,Cost of Good Sold,Expense,586.154
2019,Jan,CC202,2000001,Staff Expenses,Expense,194.364
2019,Jan,CC202,2000002,Technology Expenses,Expense,114.917
2019,Jan,CC202,2000003,Property Expenses,Expense,116.201
2019,Jan,CC202,2000005,Purchases,Expense,205.299
2019,Jan,CC202,3000000,Cash at Bank,Asset,-852.126
2019,Jan,CC202,3000001,Inventory,Asset,980
2019,Jan,CC202,3000002,Accounts Receivable,Asset,217.414
2019,Jan,CC202,4000001,Accounts Payable,Liability,-588
2019,Jan,CC300,1000000,Product Sales,Revenue,233.953
2019,Jan,CC300,1000001,Licensing Revenue,Revenue,657.558
2019,Jan,CC300,1000002,Service Revenue,Revenue,482.124
2019,Jan,CC300,1000004,Fee Revenue,Revenue,153.484
2019,Jan,CC300,2000000,Cost of Good Sold,Expense,106.058
2019,Jan,CC300,2000001,Staff Expenses,Expense,531.889
2019,Jan,CC300,2000002,Technology Expenses,Expense,220.727
2019,Jan,CC300,2000003,Property Expenses,Expense,256.358
2019,Jan,CC300,2000005,Purchases,Expense,97.344
2019,Jan,CC300,3000000,Cash at Bank,Asset,-409.284
2019,Jan,CC300,3000001,Inventory,Asset,980
2019,Jan,CC300,3000002,Accounts Receivable,Asset,49.179
2019,Jan,CC300,4000001,Accounts Payable,Liability,-392
2019,Jan,CC301,1000000,Product Sales,Revenue,138.27
2019,Jan,CC301,1000001,Licensing Revenue,Revenue,762.921
2019,Jan,CC301,1000002,Service Revenue,Revenue,1359.624
2019,Jan,CC301,1000004,Fee Revenue,Revenue,695.735
2019,Jan,CC301,2000000,Cost of Good Sold,Expense,138.95
2019,Jan,CC301,2000001,Staff Expenses,Expense,822.939
2019,Jan,CC301,2000002,Technology Expenses,Expense,541.236
2019,Jan,CC301,2000003,Property Expenses,Expense,600.081
2019,Jan,CC301,2000005,Purchases,Expense,46.318
2019,Jan,CC301,3000000,Cash at Bank,Asset,-483.463
2019,Jan,CC301,3000001,Inventory,Asset,980
2019,Jan,CC301,3000002,Accounts Receivable,Asset,374.768
2019,Jan,CC301,4000001,Accounts Payable,Liability,-990
2019,Jan,CC302,1000000,Product Sales,Revenue,437.318
2019,Jan,CC302,1000001,Licensing Revenue,Revenue,664.315
2019,Jan,CC302,1000002,Service Revenue,Revenue,389.524
2019,Jan,CC302,1000004,Fee Revenue,Revenue,555.725
2019,Jan,CC302,2000000,Cost of Good Sold,Expense,311.978
2019,Jan,CC302,2000001,Staff Expenses,Expense,204.271
2019,Jan,CC302,2000002,Technology Expenses,Expense,133.474
2019,Jan,CC302,2000003,Property Expenses,Expense,259.099
2019,Jan,CC302,2000005,Purchases,Expense,286.239
2019,Jan,CC302,3000000,Cash at Bank,Asset,-249.709
2019,Jan,CC302,3000001,Inventory,Asset,980
2019,Jan,CC302,3000002,Accounts Receivable,Asset,277.7
2019,Jan,CC302,4000001,Accounts Payable,Liability,-788
2019,Feb,CC100,1000000,Product Sales,Revenue,919.749
2019,Feb,CC100,1000001,Licensing Revenue,Revenue,398.591
2019,Feb,CC100,1000002,Service Revenue,Revenue,1091.767
2019,Feb,CC100,1000004,Fee Revenue,Revenue,489.903
2019,Feb,CC100,2000000,Cost of Good Sold,Expense,448.411
2019,Feb,CC100,2000001,Staff Expenses,Expense,682.433
2019,Feb,CC100,2000002,Technology Expenses,Expense,367.326
2019,Feb,CC100,2000003,Property Expenses,Expense,413.083
2019,Feb,CC100,2000005,Purchases,Expense,409.058
2019,Feb,CC100,3000000,Cash at Bank,Asset,489.827
2019,Feb,CC100,3000001,Inventory,Asset,938.794
2019,Feb,CC100,3000002,Accounts Receivable,Asset,69.59
2019,Feb,CC100,4000001,Accounts Payable,Liability,784
2019,Feb,CC101,1000000,Product Sales,Revenue,1714.978
2019,Feb,CC101,1000001,Licensing Revenue,Revenue,692.601
2019,Feb,CC101,1000002,Service Revenue,Revenue,646.698
2019,Feb,CC101,1000004,Fee Revenue,Revenue,712.851
2019,Feb,CC101,2000000,Cost of Good Sold,Expense,1096.24
2019,Feb,CC101,2000001,Staff Expenses,Expense,713.597
2019,Feb,CC101,2000002,Technology Expenses,Expense,256.82
2019,Feb,CC101,2000003,Property Expenses,Expense,383.341
2019,Feb,CC101,2000005,Purchases,Expense,1005.091
2019,Feb,CC101,3000000,Cash at Bank,Asset,-474.013
2019,Feb,CC101,3000001,Inventory,Asset,885.486
2019,Feb,CC101,3000002,Accounts Receivable,Asset,221.943
2019,Feb,CC101,4000001,Accounts Payable,Liability,-596
2019,Feb,CC102,1000000,Product Sales,Revenue,533.638
2019,Feb,CC102,1000001,Licensing Revenue,Revenue,1342.914
2019,Feb,CC102,1000002,Service Revenue,Revenue,278.669
2019,Feb,CC102,1000004,Fee Revenue,Revenue,141.593
2019,Feb,CC102,2000000,Cost of Good Sold,Expense,220.7
2019,Feb,CC102,2000001,Staff Expenses,Expense,242.198
2019,Feb,CC102,2000002,Technology Expenses,Expense,183.951
2019,Feb,CC102,2000003,Property Expenses,Expense,254.244
2019,Feb,CC102,2000005,Purchases,Expense,341.427
2019,Feb,CC102,3000000,Cash at Bank,Asset,-0.591
2019,Feb,CC102,3000001,Inventory,Asset,941.366
2019,Feb,CC102,3000002,Accounts Receivable,Asset,93.571
2019,Feb,CC102,4000001,Accounts Payable,Liability,-590
2019,Feb,CC200,1000000,Product Sales,Revenue,376.871
2019,Feb,CC200,1000001,Licensing Revenue,Revenue,593.454
2019,Feb,CC200,1000002,Service Revenue,Revenue,1456.661
2019,Feb,CC200,1000004,Fee Revenue,Revenue,739.476
2019,Feb,CC200,2000000,Cost of Good Sold,Expense,413.286
2019,Feb,CC200,2000001,Staff Expenses,Expense,894.263
2019,Feb,CC200,2000002,Technology Expenses,Expense,514.014
2019,Feb,CC200,2000003,Property Expenses,Expense,758.968
2019,Feb,CC200,2000005,Purchases,Expense,102.229
2019,Feb,CC200,3000000,Cash at Bank,Asset,864.032
2019,Feb,CC200,3000001,Inventory,Asset,981.519
2019,Feb,CC200,3000002,Accounts Receivable,Asset,656.701
2019,Feb,CC200,4000001,Accounts Payable,Liability,790
2019,Feb,CC201,1000000,Product Sales,Revenue,1789.62
2019,Feb,CC201,1000001,Licensing Revenue,Revenue,543.764
2019,Feb,CC201,1000002,Service Revenue,Revenue,484.713
2019,Feb,CC201,1000004,Fee Revenue,Revenue,973.275
2019,Feb,CC201,2000000,Cost of Good Sold,Expense,1075.246
2019,Feb,CC201,2000001,Staff Expenses,Expense,295.243
2019,Feb,CC201,2000002,Technology Expenses,Expense,101.182
2019,Feb,CC201,2000003,Property Expenses,Expense,170.59
2019,Feb,CC201,2000005,Purchases,Expense,1062.15
2019,Feb,CC201,3000000,Cash at Bank,Asset,-534.406
2019,Feb,CC201,3000001,Inventory,Asset,894.707
2019,Feb,CC201,3000002,Accounts Receivable,Asset,887.728
2019,Feb,CC201,4000001,Accounts Payable,Liability,-604
2019,Feb,CC202,1000000,Product Sales,Revenue,1095.342
2019,Feb,CC202,1000001,Licensing Revenue,Revenue,671.793
2019,Feb,CC202,1000002,Service Revenue,Revenue,690.647
2019,Feb,CC202,1000004,Fee Revenue,Revenue,664.819
2019,Feb,CC202,2000000,Cost of Good Sold,Expense,651.265
2019,Feb,CC202,2000001,Staff Expenses,Expense,433.528
2019,Feb,CC202,2000002,Technology Expenses,Expense,319.905
2019,Feb,CC202,2000003,Property Expenses,Expense,298.003
2019,Feb,CC202,2000005,Purchases,Expense,569.352
2019,Feb,CC202,3000000,Cash at Bank,Asset,-381.819
2019,Feb,CC202,3000001,Inventory,Asset,922.115
2019,Feb,CC202,3000002,Accounts Receivable,Asset,164.555
2019,Feb,CC202,4000001,Accounts Payable,Liability,-784
2019,Feb,CC300,1000000,Product Sales,Revenue,487.509
2019,Feb,CC300,1000001,Licensing Revenue,Revenue,483.433
2019,Feb,CC300,1000002,Service Revenue,Revenue,1172.09
2019,Feb,CC300,1000004,Fee Revenue,Revenue,143.185
2019,Feb,CC300,2000000,Cost of Good Sold,Expense,380.684
2019,Feb,CC300,2000001,Staff Expenses,Expense,828.266
2019,Feb,CC300,2000002,Technology Expenses,Expense,319.042
2019,Feb,CC300,2000003,Property Expenses,Expense,508.493
2019,Feb,CC300,2000005,Purchases,Expense,313.398
2019,Feb,CC300,3000000,Cash at Bank,Asset,-140.727
2019,Feb,CC300,3000001,Inventory,Asset,961.637
2019,Feb,CC300,3000002,Accounts Receivable,Asset,397.284
2019,Feb,CC300,4000001,Accounts Payable,Liability,786
2019,Feb,CC301,1000000,Product Sales,Revenue,1734.216
2019,Feb,CC301,1000001,Licensing Revenue,Revenue,1046.038
2019,Feb,CC301,1000002,Service Revenue,Revenue,819.267
2019,Feb,CC301,1000004,Fee Revenue,Revenue,447.947
2019,Feb,CC301,2000000,Cost of Good Sold,Expense,1198.946
2019,Feb,CC301,2000001,Staff Expenses,Expense,752.637
2019,Feb,CC301,2000002,Technology Expenses,Expense,334.592
2019,Feb,CC301,2000003,Property Expenses,Expense,546.133
2019,Feb,CC301,2000005,Purchases,Expense,1145.103
2019,Feb,CC301,3000000,Cash at Bank,Asset,836.5
2019,Feb,CC301,3000001,Inventory,Asset,884.617
2019,Feb,CC301,3000002,Accounts Receivable,Asset,572.657
2019,Feb,CC301,4000001,Accounts Payable,Liability,-2
2019,Feb,CC302,1000000,Product Sales,Revenue,711.853
2019,Feb,CC302,1000001,Licensing Revenue,Revenue,450.678
2019,Feb,CC302,1000002,Service Revenue,Revenue,240.447
2019,Feb,CC302,1000004,Fee Revenue,Revenue,942.876
2019,Feb,CC302,2000000,Cost of Good Sold,Expense,450.689
2019,Feb,CC302,2000001,Staff Expenses,Expense,266.601
2019,Feb,CC302,2000002,Technology Expenses,Expense,179.011
2019,Feb,CC302,2000003,Property Expenses,Expense,394.539
2019,Feb,CC302,2000005,Purchases,Expense,398.177
2019,Feb,CC302,3000000,Cash at Bank,Asset,-334.101
2019,Feb,CC302,3000001,Inventory,Asset,945.514
2019,Feb,CC302,3000002,Accounts Receivable,Asset,171.6
2019,Feb,CC302,4000001,Accounts Payable,Liability,-986
2019,Mar,CC100,1000000,Product Sales,Revenue,865.559
2019,Mar,CC100,1000001,Licensing Revenue,Revenue,576.036
2019,Mar,CC100,1000002,Service Revenue,Revenue,708.784
2019,Mar,CC100,1000004,Fee Revenue,Revenue,937.023
2019,Mar,CC100,2000000,Cost of Good Sold,Expense,629.864
2019,Mar,CC100,2000001,Staff Expenses,Expense,430.283
2019,Mar,CC100,2000002,Technology Expenses,Expense,349.169
2019,Mar,CC100,2000003,Property Expenses,Expense,375.179
2019,Mar,CC100,2000005,Purchases,Expense,589.391
2019,Mar,CC100,3000000,Cash at Bank,Asset,-400.473
2019,Mar,CC100,3000001,Inventory,Asset,871.472
2019,Mar,CC100,3000002,Accounts Receivable,Asset,127.135
2019,Mar,CC100,4000001,Accounts Payable,Liability,-788
2019,Mar,CC101,1000000,Product Sales,Revenue,1341.244
2019,Mar,CC101,1000001,Licensing Revenue,Revenue,225.852
2019,Mar,CC101,1000002,Service Revenue,Revenue,710.066
2019,Mar,CC101,1000004,Fee Revenue,Revenue,726.746
2019,Mar,CC101,2000000,Cost of Good Sold,Expense,874.51
2019,Mar,CC101,2000001,Staff Expenses,Expense,395.469
2019,Mar,CC101,2000002,Technology Expenses,Expense,264.52
2019,Mar,CC101,2000003,Property Expenses,Expense,352.856
2019,Mar,CC101,2000005,Purchases,Expense,612.318
2019,Mar,CC101,3000000,Cash at Bank,Asset,543.876
2019,Mar,CC101,3000001,Inventory,Asset,855.18
2019,Mar,CC101,3000002,Accounts Receivable,Asset,543.477
2019,Mar,CC101,4000001,Accounts Payable,Liability,786
2019,Mar,CC102,1000000,Product Sales,Revenue,761.076
2019,Mar,CC102,1000001,Licensing Revenue,Revenue,677.263
2019,Mar,CC102,1000002,Service Revenue,Revenue,558.518
2019,Mar,CC102,1000004,Fee Revenue,Revenue,547.563
2019,Mar,CC102,2000000,Cost of Good Sold,Expense,328.858
2019,Mar,CC102,2000001,Staff Expenses,Expense,343.742
2019,Mar,CC102,2000002,Technology Expenses,Expense,272.038
2019,Mar,CC102,2000003,Property Expenses,Expense,329.247
2019,Mar,CC102,2000005,Purchases,Expense,347.054
2019,Mar,CC102,3000000,Cash at Bank,Asset,-501.828
2019,Mar,CC102,3000001,Inventory,Asset,925.972
2019,Mar,CC102,3000002,Accounts Receivable,Asset,373.285
2019,Mar,CC102,4000001,Accounts Payable,Liability,-980
2019,Mar,CC200,1000000,Product Sales,Revenue,954.495
2019,Mar,CC200,1000001,Licensing Revenue,Revenue,155.156
2019,Mar,CC200,1000002,Service Revenue,Revenue,1181.546
2019,Mar,CC200,1000004,Fee Revenue,Revenue,118.001
2019,Mar,CC200,2000000,Cost of Good Sold,Expense,520.531
2019,Mar,CC200,2000001,Staff Expenses,Expense,675.95
2019,Mar,CC200,2000002,Technology Expenses,Expense,584.69
2019,Mar,CC200,2000003,Property Expenses,Expense,714.165
2019,Mar,CC200,2000005,Purchases,Expense,452.215
2019,Mar,CC200,3000000,Cash at Bank,Asset,-98.238
2019,Mar,CC200,3000001,Inventory,Asset,895.647
2019,Mar,CC200,3000002,Accounts Receivable,Asset,192.251
2019,Mar,CC200,4000001,Accounts Payable,Liability,594
2019,Mar,CC201,1000000,Product Sales,Revenue,688.364
2019,Mar,CC201,1000001,Licensing Revenue,Revenue,528.695
2019,Mar,CC201,1000002,Service Revenue,Revenue,1236.21
2019,Mar,CC201,1000004,Fee Revenue,Revenue,448.448
2019,Mar,CC201,2000000,Cost of Good Sold,Expense,270.218
2019,Mar,CC201,2000001,Staff Expenses,Expense,687.531
2019,Mar,CC201,2000002,Technology Expenses,Expense,453.516
2019,Mar,CC201,2000003,Property Expenses,Expense,563.78
2019,Mar,CC201,2000005,Purchases,Expense,202.292
2019,Mar,CC201,3000000,Cash at Bank,Asset,-939.608
2019,Mar,CC201,3000001,Inventory,Asset,853.655
2019,Mar,CC201,3000002,Accounts Receivable,Asset,984.445
2019,Mar,CC201,4000001,Accounts Payable,Liability,-202
2019,Mar,CC202,1000000,Product Sales,Revenue,763.959
2019,Mar,CC202,1000001,Licensing Revenue,Revenue,456.428
2019,Mar,CC202,1000002,Service Revenue,Revenue,743.004
2019,Mar,CC202,1000004,Fee Revenue,Revenue,741.885
2019,Mar,CC202,2000000,Cost of Good Sold,Expense,514.659
2019,Mar,CC202,2000001,Staff Expenses,Expense,294.769
2019,Mar,CC202,2000002,Technology Expenses,Expense,339.997
2019,Mar,CC202,2000003,Property Expenses,Expense,204.383
2019,Mar,CC202,2000005,Purchases,Expense,415.972
2019,Mar,CC202,3000000,Cash at Bank,Asset,-480.746
2019,Mar,CC202,3000001,Inventory,Asset,872.751
2019,Mar,CC202,3000002,Accounts Receivable,Asset,676.644
2019,Mar,CC202,4000001,Accounts Payable,Liability,-782
2019,Mar,CC300,1000000,Product Sales,Revenue,403.234
2019,Mar,CC300,1000001,Licensing Revenue,Revenue,449.937
2019,Mar,CC300,1000002,Service Revenue,Revenue,1098.557
2019,Mar,CC300,1000004,Fee Revenue,Revenue,607.094
2019,Mar,CC300,2000000,Cost of Good Sold,Expense,279.312
2019,Mar,CC300,2000001,Staff Expenses,Expense,608.549
2019,Mar,CC300,2000002,Technology Expenses,Expense,427.042
2019,Mar,CC300,2000003,Property Expenses,Expense,534.549
2019,Mar,CC300,2000005,Purchases,Expense,243.346
2019,Mar,CC300,3000000,Cash at Bank,Asset,397.184
2019,Mar,CC300,3000001,Inventory,Asset,886.021
2019,Mar,CC300,3000002,Accounts Receivable,Asset,673.194
2019,Mar,CC300,4000001,Accounts Payable,Liability,986
2019,Mar,CC301,1000000,Product Sales,Revenue,731.856
2019,Mar,CC301,1000001,Licensing Revenue,Revenue,509.211
2019,Mar,CC301,1000002,Service Revenue,Revenue,743.428
2019,Mar,CC301,1000004,Fee Revenue,Revenue,148.979
2019,Mar,CC301,2000000,Cost of Good Sold,Expense,471.682
2019,Mar,CC301,2000001,Staff Expenses,Expense,372.718
2019,Mar,CC301,2000002,Technology Expenses,Expense,212.251
2019,Mar,CC301,2000003,Property Expenses,Expense,197.102
2019,Mar,CC301,2000005,Purchases,Expense,443.442
2019,Mar,CC301,3000000,Cash at Bank,Asset,-649.235
2019,Mar,CC301,3000001,Inventory,Asset,814.962
2019,Mar,CC301,3000002,Accounts Receivable,Asset,527.696
2019,Mar,CC301,4000001,Accounts Payable,Liability,-792
2019,Mar,CC302,1000000,Product Sales,Revenue,1004.56
2019,Mar,CC302,1000001,Licensing Revenue,Revenue,115.409
2019,Mar,CC302,1000002,Service Revenue,Revenue,1009.768
2019,Mar,CC302,1000004,Fee Revenue,Revenue,86.637
2019,Mar,CC302,2000000,Cost of Good Sold,Expense,765.671
2019,Mar,CC302,2000001,Staff Expenses,Expense,685.627
2019,Mar,CC302,2000002,Technology Expenses,Expense,469.24
2019,Mar,CC302,2000003,Property Expenses,Expense,576.78
2019,Mar,CC302,2000005,Purchases,Expense,758.89
2019,Mar,CC302,3000000,Cash at Bank,Asset,-278.892
2019,Mar,CC302,3000001,Inventory,Asset,870.479
2019,Mar,CC302,3000002,Accounts Receivable,Asset,656.158
2019,Mar,CC302,4000001,Accounts Payable,Liability,604
2019,Apr,CC100,1000000,Product Sales,Revenue,877.563
2019,Apr,CC100,1000001,Licensing Revenue,Revenue,493.694
2019,Apr,CC100,1000002,Service Revenue,Revenue,753.969
2019,Apr,CC100,1000004,Fee Revenue,Revenue,583.102
2019,Apr,CC100,2000000,Cost of Good Sold,Expense,503.11
2019,Apr,CC100,2000001,Staff Expenses,Expense,605.392
2019,Apr,CC100,2000002,Technology Expenses,Expense,321.842
2019,Apr,CC100,2000003,Property Expenses,Expense,470.804
2019,Apr,CC100,2000005,Purchases,Expense,398.3
2019,Apr,CC100,3000000,Cash at Bank,Asset,843.691
2019,Apr,CC100,3000001,Inventory,Asset,811.993
2019,Apr,CC100,3000002,Accounts Receivable,Asset,486.081
2019,Apr,CC100,4000001,Accounts Payable,Liability,402
2019,Apr,CC101,1000000,Product Sales,Revenue,505.747
2019,Apr,CC101,1000001,Licensing Revenue,Revenue,302.298
2019,Apr,CC101,1000002,Service Revenue,Revenue,413.823
2019,Apr,CC101,1000004,Fee Revenue,Revenue,327.788
2019,Apr,CC101,2000000,Cost of Good Sold,Expense,414.37
2019,Apr,CC101,2000001,Staff Expenses,Expense,477.585
2019,Apr,CC101,2000002,Technology Expenses,Expense,72.275
2019,Apr,CC101,2000003,Property Expenses,Expense,252.063
2019,Apr,CC101,2000005,Purchases,Expense,318.396
2019,Apr,CC101,3000000,Cash at Bank,Asset,-703.624
2019,Apr,CC101,3000001,Inventory,Asset,808.834
2019,Apr,CC101,3000002,Accounts Receivable,Asset,153.535
2019,Apr,CC101,4000001,Accounts Payable,Liability,-980
2019,Apr,CC102,1000000,Product Sales,Revenue,997.204
2019,Apr,CC102,1000001,Licensing Revenue,Revenue,79.265
2019,Apr,CC102,1000002,Service Revenue,Revenue,1273.528
2019,Apr,CC102,1000004,Fee Revenue,Revenue,334.796
2019,Apr,CC102,2000000,Cost of Good Sold,Expense,567.541
2019,Apr,CC102,2000001,Staff Expenses,Expense,708.587
2019,Apr,CC102,2000002,Technology Expenses,Expense,506.579
2019,Apr,CC102,2000003,Property Expenses,Expense,562.361
2019,Apr,CC102,2000005,Purchases,Expense,693.075
2019,Apr,CC102,3000000,Cash at Bank,Asset,-198.831
2019,Apr,CC102,3000001,Inventory,Asset,852.133
2019,Apr,CC102,3000002,Accounts Receivable,Asset,408.359
2019,Apr,CC102,4000001,Accounts Payable,Liability,608
2019,Apr,CC200,1000000,Product Sales,Revenue,1113.095
2019,Apr,CC200,1000001,Licensing Revenue,Revenue,355.738
2019,Apr,CC200,1000002,Service Revenue,Revenue,1035.996
2019,Apr,CC200,1000004,Fee Revenue,Revenue,933.899
2019,Apr,CC200,2000000,Cost of Good Sold,Expense,812.644
2019,Apr,CC200,2000001,Staff Expenses,Expense,703.858
2019,Apr,CC200,2000002,Technology Expenses,Expense,447.586
2019,Apr,CC200,2000003,Property Expenses,Expense,561.781
2019,Apr,CC200,2000005,Purchases,Expense,700.446
2019,Apr,CC200,3000000,Cash at Bank,Asset,796.656
2019,Apr,CC200,3000001,Inventory,Asset,863.231
2019,Apr,CC200,3000002,Accounts Receivable,Asset,286.884
2019,Apr,CC200,4000001,Accounts Payable,Liability,588
2019,Apr,CC201,1000000,Product Sales,Revenue,557.642
2019,Apr,CC201,1000001,Licensing Revenue,Revenue,366.216
2019,Apr,CC201,1000002,Service Revenue,Revenue,863.994
2019,Apr,CC201,1000004,Fee Revenue,Revenue,775.785
2019,Apr,CC201,2000000,Cost of Good Sold,Expense,289.414
2019,Apr,CC201,2000001,Staff Expenses,Expense,291.616
2019,Apr,CC201,2000002,Technology Expenses,Expense,233.196
2019,Apr,CC201,2000003,Property Expenses,Expense,448.206
2019,Apr,CC201,2000005,Purchases,Expense,304.678
2019,Apr,CC201,3000000,Cash at Bank,Asset,-554.647
2019,Apr,CC201,3000001,Inventory,Asset,819.77
2019,Apr,CC201,3000002,Accounts Receivable,Asset,658.04
2019,Apr,CC201,4000001,Accounts Payable,Liability,-984
2019,Apr,CC202,1000000,Product Sales,Revenue,540.851
2019,Apr,CC202,1000001,Licensing Revenue,Revenue,550.359
2019,Apr,CC202,1000002,Service Revenue,Revenue,1099.379
2019,Apr,CC202,1000004,Fee Revenue,Revenue,675.841
2019,Apr,CC202,2000000,Cost of Good Sold,Expense,246.986
2019,Apr,CC202,2000001,Staff Expenses,Expense,704.92
2019,Apr,CC202,2000002,Technology Expenses,Expense,414.685
2019,Apr,CC202,2000003,Property Expenses,Expense,517.614
2019,Apr,CC202,2000005,Purchases,Expense,227.362
2019,Apr,CC202,3000000,Cash at Bank,Asset,-844.882
2019,Apr,CC202,3000001,Inventory,Asset,853.971
2019,Apr,CC202,3000002,Accounts Receivable,Asset,97.174
2019,Apr,CC202,4000001,Accounts Payable,Liability,-980
2019,Apr,CC300,1000000,Product Sales,Revenue,440.963
2019,Apr,CC300,1000001,Licensing Revenue,Revenue,623.147
2019,Apr,CC300,1000002,Service Revenue,Revenue,1059.26
2019,Apr,CC300,1000004,Fee Revenue,Revenue,941.066
2019,Apr,CC300,2000000,Cost of Good Sold,Expense,298.77
2019,Apr,CC300,2000001,Staff Expenses,Expense,675.84
2019,Apr,CC300,2000002,Technology Expenses,Expense,449.317
2019,Apr,CC300,2000003,Property Expenses,Expense,503.816
2019,Apr,CC300,2000005,Purchases,Expense,276.746
2019,Apr,CC300,3000000,Cash at Bank,Asset,-610.421
2019,Apr,CC300,3000001,Inventory,Asset,901.232
2019,Apr,CC300,3000002,Accounts Receivable,Asset,1204.792
2019,Apr,CC300,4000001,Accounts Payable,Liability,-980
2019,Apr,CC301,1000000,Product Sales,Revenue,693.245
2019,Apr,CC301,1000001,Licensing Revenue,Revenue,477.711
2019,Apr,CC301,1000002,Service Revenue,Revenue,918.024
2019,Apr,CC301,1000004,Fee Revenue,Revenue,880.697
2019,Apr,CC301,2000000,Cost of Good Sold,Expense,469.377
2019,Apr,CC301,2000001,Staff Expenses,Expense,359.077
2019,Apr,CC301,2000002,Technology Expenses,Expense,286.602
2019,Apr,CC301,2000003,Property Expenses,Expense,299.946
2019,Apr,CC301,2000005,Purchases,Expense,451.148
2019,Apr,CC301,3000000,Cash at Bank,Asset,-213.638
